Lead ID,Location,College,Year of Study,Program Interest,Lead Source
LD11315,City_52,College_19,4th,ML,Instagram
LD11316,City_44,College_114,3rd,statistics,Instagram
LD11317,City_77,College_31,,AI,
LD11318,City_46,College_115,3rd,statistics,Whatsapp
LD11319,City_33,College_136,,Cyber Security,LinkedIn
LD11320,City_64,College_107,4th,statistics,Instagram
LD11321,City_96,College_157,4th,Cyber Security,Whatsapp
LD11322,City_80,College_124,2nd,Data Science,College Collaboration
LD11323,City_81,College_89,2nd,AI,LinkedIn
LD11324,City_78,College_199,3rd,ML,LinkedIn
LD11325,City_28,College_151,2nd,AI,College Collaboration
LD11326,City_26,College_124,4th,ML,College Collaboration
LD11327,City_90,College_114,2nd,ML,X
LD11328,City_79,College_135,1st,Cyber Security,Mass-Mailing
LD11329,City_64,College_113,3rd,ML,Google Form
LD11330,City_70,College_62,4th,Data Science,Google Form
LD11331,City_92,College_26,1st,ML,Instagram
LD11332,City_84,College_163,3rd,Electric Vehicle,LinkedIn
LD11333,City_21,College_160,2nd,ML,Instagram
LD11334,City_42,College_113,4th,ML,Google Form
LD11335,City_39,College_176,2nd,Cyber Security,College Collaboration
LD11336,City_82,College_25,3rd,Robotics,LinkedIn
LD11337,City_13,College_77,4th,Robotics,College Collaboration
LD11338,City_64,College_112,4th,Data Science,Mass-Mailing
LD11339,City_58,College_161,,ML,Google Form
LD11340,City_63,College_35,2nd,statistics,Google Form
LD11341,,College_160,2nd,Cyber Security,Mass-Mailing
LD11342,,College_34,2nd,Cyber Security,Instagram
LD11343,City_49,College_195,4th,statistics,College Collaboration
LD11344,City_82,College_24,1st,ML,Whatsapp
LD11345,City_54,College_113,2nd,AI,Instagram
LD11346,City_77,College_92,2nd,statistics,X
LD11347,City_68,College_116,2nd,AI,Instagram
LD11348,City_82,College_50,1st,,Mass-Mailing
LD11349,City_4,College_133,4th,Data Science,LinkedIn
LD11350,City_87,College_114,3rd,Data Science,Whatsapp
LD11351,City_71,College_119,3rd,Data Science,College Collaboration
LD11352,City_41,,4th,Cyber Security,Instagram
LD11353,City_43,College_164,1st,statistics,LinkedIn
LD11354,City_61,College_198,4th,Data Science,LinkedIn
LD11355,City_9,College_39,2nd,,Mass-Mailing
LD11356,City_8,College_169,1st,Cyber Security,Mass-Mailing
LD11357,City_13,College_160,2nd,Cyber Security,College Collaboration
LD11358,City_51,College_113,3rd,Electric Vehicle,Whatsapp
LD11359,City_68,College_101,4th,Data Science,Google Form
LD11360,City_39,,3rd,Cyber Security,College Collaboration
LD11361,City_51,,1st,Cyber Security,Mass-Mailing
LD11362,City_45,College_38,3rd,ML,Mass-Mailing
LD11363,City_82,College_26,3rd,Electric Vehicle,College Collaboration
LD11364,City_80,College_34,2nd,Data Science,LinkedIn
LD11365,City_51,College_65,2nd,Robotics,Instagram
LD11366,City_45,College_62,4th,,Instagram
LD11367,City_32,College_8,1st,AI,Mass-Mailing
LD11368,City_54,College_115,3rd,Robotics,LinkedIn
LD11369,City_47,College_56,3rd,Cyber Security,College Collaboration
LD11370,City_68,College_113,3rd,Data Science,Mass-Mailing
LD11371,City_4,College_107,1st,Cyber Security,Google Form
LD11372,City_58,College_71,4th,Cyber Security,Google Form
LD11373,,College_118,4th,Cyber Security,Mass-Mailing
LD11374,City_60,College_93,4th,Electric Vehicle,X
LD11375,City_26,College_110,1st,statistics,College Collaboration
LD11376,City_70,College_101,4th,statistics,Mass-Mailing
LD11377,City_44,College_56,3rd,Cyber Security,Mass-Mailing
LD11378,City_9,College_50,2nd,ML,Whatsapp
LD11379,City_82,College_19,4th,statistics,College Collaboration
LD11380,City_91,College_171,3rd,Data Science,Instagram
LD11381,City_4,College_199,1st,AI,Whatsapp
LD11382,City_77,College_195,1st,ML,Google Form
LD11383,City_77,College_143,4th,AI,X
LD11384,City_58,College_52,4th,,
LD11385,City_43,College_56,,ML,Google Form
LD11386,City_58,College_92,1st,AI,College Collaboration
LD11387,City_14,College_71,4th,Data Science,
LD11388,City_58,College_166,3rd,Data Science,LinkedIn
LD11389,City_82,College_152,1st,AI,College Collaboration
LD11390,City_82,College_70,4th,AI,Mass-Mailing
LD11391,City_77,College_124,2nd,ML,Whatsapp
LD11392,City_92,College_158,4th,Data Science,LinkedIn
LD11393,City_84,College_62,3rd,AI,Instagram
LD11394,City_19,College_114,3rd,Cyber Security,X
LD11395,City_91,College_28,3rd,statistics,Mass-Mailing
LD11396,City_44,College_183,1st,ML,Whatsapp
LD11397,City_47,College_171,4th,AI,Google Form
LD11398,City_76,College_19,2nd,AI,Whatsapp
LD11399,City_9,College_34,1st,Data Science,Whatsapp
LD11400,City_11,College_74,1st,statistics,Whatsapp
LD11401,City_76,College_183,2nd,statistics,Whatsapp
LD11402,City_95,College_135,2nd,AI,College Collaboration
LD11403,City_55,College_32,1st,AI,LinkedIn
LD11404,City_77,College_28,4th,Data Science,Whatsapp
LD11405,City_5,College_49,2nd,Electric Vehicle,Instagram
LD11406,City_4,College_185,1st,AI,LinkedIn
LD11407,City_54,College_135,4th,ML,X
LD11408,City_46,College_39,3rd,ML,LinkedIn
LD11409,City_63,College_71,2nd,Data Science,LinkedIn
LD11410,City_14,College_134,1st,AI,Mass-Mailing
LD11411,City_47,College_22,2nd,statistics,College Collaboration
LD11412,City_51,College_159,4th,Data Science,College Collaboration
LD11413,City_84,College_120,3rd,Cyber Security,Google Form
LD11414,City_64,College_166,3rd,statistics,Mass-Mailing
LD11415,City_9,College_140,1st,statistics,Instagram
LD11416,City_4,College_107,2nd,Cyber Security,LinkedIn
LD11417,City_9,College_113,3rd,ML,Whatsapp
LD11418,City_68,College_62,1st,Cyber Security,College Collaboration
LD11419,City_55,College_55,2nd,statistics,Google Form
LD11420,City_64,College_91,3rd,AI,College Collaboration
LD11421,City_4,College_22,1st,Data Science,College Collaboration
LD11422,City_9,College_147,4th,Robotics,Instagram
LD11423,City_77,College_61,3rd,Data Science,College Collaboration
LD11424,,College_161,3rd,statistics,Whatsapp
LD11425,City_15,College_62,2nd,Data Science,Google Form
LD11426,City_47,College_132,1st,Cyber Security,College Collaboration
LD11427,City_13,College_39,1st,Cyber Security,Mass-Mailing
LD11428,City_88,College_45,3rd,Electric Vehicle,LinkedIn
LD11429,City_19,College_113,1st,Data Science,Instagram
LD11430,City_73,College_164,1st,ML,Mass-Mailing
LD11431,City_82,College_56,2nd,Cyber Security,Google Form
LD11432,City_77,College_154,4th,statistics,X
LD11433,City_82,College_107,1st,,Instagram
LD11434,City_39,College_155,2nd,statistics,X
LD11435,City_80,College_127,,Cyber Security,Google Form
LD11436,City_4,College_16,4th,Cyber Security,
LD11437,City_41,College_33,2nd,Data Science,Mass-Mailing
LD11438,City_94,College_26,2nd,ML,Instagram
LD11439,City_28,College_158,4th,statistics,LinkedIn
LD11440,City_77,College_110,2nd,Robotics,Instagram
LD11441,City_69,College_3,1st,Cyber Security,Instagram
LD11442,City_19,College_56,3rd,Cyber Security,LinkedIn
LD11443,City_33,College_117,3rd,statistics,Google Form
LD11444,City_1,College_119,1st,,LinkedIn
LD11445,City_70,College_119,3rd,,Whatsapp
LD11446,City_30,College_92,1st,Electric Vehicle,Whatsapp
LD11447,City_80,College_124,3rd,AI,LinkedIn
LD11448,City_29,College_113,1st,statistics,College Collaboration
LD11449,City_69,College_101,1st,Data Science,Whatsapp
LD11450,City_33,College_128,2nd,Cyber Security,LinkedIn
LD11451,City_57,College_157,1st,Data Science,LinkedIn
LD11452,City_30,College_184,4th,,College Collaboration
LD11453,City_13,College_145,4th,AI,Instagram
LD11454,City_53,College_102,,Cyber Security,College Collaboration
LD11455,City_41,College_119,4th,ML,LinkedIn
LD11456,City_47,College_171,4th,Data Science,
LD11457,City_80,College_89,2nd,statistics,Instagram
LD11458,City_19,College_39,4th,ML,LinkedIn
LD11459,City_71,College_135,1st,ML,College Collaboration
LD11460,City_68,College_67,2nd,Electric Vehicle,College Collaboration
LD11461,City_80,College_53,3rd,statistics,Instagram
LD11462,City_50,College_42,3rd,Robotics,College Collaboration
LD11463,City_77,College_165,3rd,statistics,LinkedIn
LD11464,City_63,College_62,4th,,Google Form
LD11465,City_4,College_163,3rd,Data Science,Instagram
LD11466,City_26,College_164,4th,ML,
LD11467,City_48,,2nd,Cyber Security,College Collaboration
LD11468,City_83,College_157,4th,Data Science,
LD11469,City_63,College_176,2nd,Cyber Security,Instagram
LD11470,City_96,College_139,,Data Science,Whatsapp
LD11471,City_79,College_102,3rd,Data Science,Instagram
LD11472,City_77,College_113,2nd,AI,College Collaboration
LD11473,City_78,College_26,2nd,Data Science,College Collaboration
LD11474,City_71,College_47,3rd,Cyber Security,College Collaboration
LD11475,City_46,College_7,1st,ML,College Collaboration
LD11476,City_13,College_62,1st,Data Science,Whatsapp
LD11477,City_10,College_115,4th,statistics,Google Form
LD11478,City_89,College_54,3rd,,Google Form
LD11479,City_52,College_75,3rd,,
LD11480,City_83,College_162,1st,ML,X
LD11481,City_50,College_62,1st,ML,Instagram
LD11482,City_70,College_169,,statistics,Whatsapp
LD11483,City_80,College_25,4th,Robotics,Instagram
LD11484,City_1,College_100,2nd,ML,Mass-Mailing
LD11485,City_73,College_62,1st,AI,Instagram
LD11486,City_60,College_86,2nd,statistics,Whatsapp
LD11487,City_30,College_111,2nd,,LinkedIn
LD11488,,College_93,3rd,statistics,Whatsapp
LD11489,City_69,College_31,4th,Data Science,
LD11490,City_83,College_77,4th,Data Science,College Collaboration
LD11491,City_68,College_160,3rd,AI,
LD11492,City_77,College_46,2nd,Data Science,Whatsapp
LD11493,City_82,College_62,1st,Data Science,College Collaboration
LD11494,City_68,College_126,3rd,statistics,Google Form
LD11495,City_43,College_158,2nd,Cyber Security,LinkedIn
LD11496,City_26,College_149,4th,ML,Google Form
LD11497,City_30,College_22,4th,Data Science,College Collaboration
LD11498,City_47,College_79,4th,Robotics,Mass-Mailing
LD11499,City_90,College_119,1st,Data Science,College Collaboration
LD11500,City_47,College_145,2nd,,College Collaboration
LD11501,City_45,College_73,4th,Data Science,College Collaboration
LD11502,City_85,College_199,3rd,Cyber Security,Google Form
LD11503,City_83,College_53,1st,Data Science,Mass-Mailing
LD11504,City_4,College_26,1st,ML,College Collaboration
LD11505,,College_5,4th,Cyber Security,Google Form
LD11506,City_64,,3rd,statistics,Mass-Mailing
LD11507,City_69,College_113,2nd,statistics,Instagram
LD11508,City_75,College_125,1st,Cyber Security,College Collaboration
LD11509,City_5,,4th,Robotics,Instagram
LD11510,City_23,College_187,1st,Data Science,Mass-Mailing
LD11511,City_94,College_48,4th,ML,Instagram
LD11512,City_88,College_89,2nd,Data Science,Google Form
LD11513,City_30,College_95,2nd,Robotics,Mass-Mailing
LD11514,City_61,College_47,2nd,statistics,Mass-Mailing
LD11515,City_74,College_42,3rd,Cyber Security,Whatsapp
LD11516,City_47,College_160,3rd,Electric Vehicle,College Collaboration
LD11517,City_82,College_71,4th,statistics,LinkedIn
LD11518,City_5,College_171,2nd,statistics,LinkedIn
LD11519,City_60,College_15,4th,Data Science,Instagram
LD11520,City_30,College_28,1st,Data Science,Google Form
LD11521,City_19,College_115,2nd,Robotics,College Collaboration
LD11522,City_13,College_2,2nd,Data Science,Google Form
LD11523,City_79,College_75,1st,statistics,Instagram
LD11524,City_82,College_96,4th,ML,LinkedIn
LD11525,City_24,College_52,1st,statistics,Google Form
LD11526,City_71,College_27,4th,,Whatsapp
LD11527,City_61,College_77,2nd,Cyber Security,LinkedIn
LD11528,City_34,College_159,1st,statistics,X
LD11529,City_82,College_28,2nd,Electric Vehicle,Instagram
LD11530,City_15,College_195,3rd,Cyber Security,X
LD11531,City_4,College_56,4th,AI,Mass-Mailing
LD11532,City_41,College_22,3rd,Cyber Security,LinkedIn
LD11533,City_10,College_113,1st,statistics,College Collaboration
LD11534,City_42,College_93,2nd,Data Science,Mass-Mailing
LD11535,City_9,College_71,2nd,Robotics,Google Form
LD11536,City_81,College_161,3rd,Robotics,College Collaboration
LD11537,City_82,College_71,3rd,Electric Vehicle,Whatsapp
LD11538,City_26,College_97,3rd,AI,Whatsapp
LD11539,City_45,College_195,2nd,AI,Whatsapp
LD11540,City_45,College_71,3rd,Electric Vehicle,Whatsapp
LD11541,City_82,College_123,3rd,Data Science,Whatsapp
LD11542,City_33,College_101,1st,Cyber Security,
LD11543,City_74,College_74,3rd,Data Science,LinkedIn
LD11544,City_64,College_45,3rd,Data Science,College Collaboration
LD11545,City_47,College_56,1st,ML,Mass-Mailing
LD11546,City_83,College_62,3rd,Electric Vehicle,Whatsapp
LD11547,City_25,College_146,4th,Data Science,Mass-Mailing
LD11548,City_82,College_76,1st,Cyber Security,X
LD11549,City_1,College_45,2nd,AI,Google Form
LD11550,City_50,College_142,3rd,Electric Vehicle,Instagram
LD11551,City_13,College_189,3rd,Cyber Security,LinkedIn
LD11552,City_9,College_71,1st,statistics,LinkedIn
LD11553,City_1,College_176,3rd,ML,Whatsapp
LD11554,City_77,College_110,2nd,Data Science,College Collaboration
LD11555,City_66,College_91,3rd,,LinkedIn
LD11556,City_68,College_62,3rd,Robotics,X
LD11557,City_46,College_173,1st,ML,Google Form
LD11558,City_51,College_160,1st,AI,LinkedIn
LD11559,City_43,College_113,1st,,College Collaboration
LD11560,City_54,College_113,2nd,Cyber Security,College Collaboration
LD11561,City_87,College_97,3rd,AI,College Collaboration
LD11562,City_69,College_143,3rd,Cyber Security,College Collaboration
LD11563,City_64,College_6,4th,ML,Whatsapp
LD11564,City_10,,2nd,statistics,Google Form
LD11565,City_64,College_131,1st,Cyber Security,LinkedIn
LD11566,City_4,College_152,1st,Data Science,X
LD11567,City_9,College_167,3rd,AI,Instagram
LD11568,City_64,College_63,4th,Cyber Security,Google Form
LD11569,City_39,College_1,2nd,ML,College Collaboration
LD11570,City_54,College_51,3rd,Electric Vehicle,Whatsapp
LD11571,,College_71,3rd,Data Science,College Collaboration
LD11572,City_80,,4th,Data Science,Whatsapp
LD11573,City_4,College_42,2nd,Cyber Security,College Collaboration
LD11574,,,2nd,ML,Instagram
LD11575,City_60,College_187,1st,statistics,College Collaboration
LD11576,City_4,College_13,2nd,AI,College Collaboration
LD11577,City_92,College_74,3rd,Cyber Security,Google Form
LD11578,City_82,College_93,4th,Cyber Security,Whatsapp
LD11579,City_5,College_143,2nd,Electric Vehicle,College Collaboration
LD11580,City_82,College_114,1st,Cyber Security,Mass-Mailing
LD11581,City_39,College_189,2nd,Cyber Security,Instagram
LD11582,City_45,College_169,,Cyber Security,College Collaboration
LD11583,City_24,College_159,3rd,,LinkedIn
LD11584,City_32,College_22,2nd,Cyber Security,College Collaboration
LD11585,City_68,,2nd,Cyber Security,College Collaboration
LD11586,City_47,College_127,4th,statistics,Instagram
LD11587,City_58,College_62,1st,Data Science,Google Form
LD11588,City_45,College_87,2nd,Cyber Security,College Collaboration
LD11589,City_63,College_76,1st,Data Science,Instagram
LD11590,City_77,College_180,2nd,ML,Google Form
LD11591,,College_107,2nd,Electric Vehicle,Instagram
LD11592,City_50,College_189,2nd,AI,Instagram
LD11593,City_26,College_96,4th,,X
LD11594,City_5,College_163,1st,ML,LinkedIn
LD11595,City_93,College_56,1st,,Whatsapp
LD11596,City_78,College_117,2nd,ML,X
LD11597,City_73,College_50,3rd,Data Science,Whatsapp
LD11598,City_39,College_145,3rd,ML,Google Form
LD11599,City_41,College_49,2nd,,Google Form
LD11600,City_9,College_135,1st,,Instagram
LD11601,City_45,College_126,2nd,Data Science,College Collaboration
LD11602,,College_199,2nd,ML,College Collaboration
LD11603,City_82,College_28,3rd,Robotics,Instagram
LD11604,City_51,College_57,4th,Data Science,Mass-Mailing
LD11605,City_87,College_149,3rd,ML,X
LD11606,City_76,College_139,4th,Data Science,Google Form
LD11607,City_44,College_143,2nd,Data Science,LinkedIn
LD11608,City_33,College_53,2nd,AI,X
LD11609,City_77,College_113,3rd,AI,Instagram
LD11610,City_59,College_96,1st,Data Science,Instagram
LD11611,City_2,College_92,3rd,Cyber Security,College Collaboration
LD11612,City_9,College_117,1st,ML,College Collaboration
LD11613,City_13,College_160,3rd,ML,Google Form
LD11614,City_87,College_75,3rd,Cyber Security,Google Form
LD11615,City_64,College_135,3rd,,Instagram
LD11616,City_78,College_49,1st,Data Science,Google Form
LD11617,City_63,,1st,statistics,X
LD11618,City_23,College_39,4th,Data Science,Google Form
LD11619,City_2,College_113,1st,Cyber Security,Google Form
LD11620,City_82,College_171,2nd,statistics,Mass-Mailing
LD11621,City_92,College_71,3rd,statistics,Mass-Mailing
LD11622,City_82,College_132,4th,ML,LinkedIn
LD11623,City_70,College_190,2nd,statistics,College Collaboration
LD11624,City_44,College_196,3rd,statistics,College Collaboration
LD11625,City_49,College_76,3rd,Robotics,LinkedIn
LD11626,City_83,,3rd,Data Science,X
LD11627,City_69,College_62,4th,Data Science,LinkedIn
LD11628,City_92,College_157,4th,ML,X
LD11629,City_82,College_135,1st,,Instagram
LD11630,City_55,College_50,3rd,Cyber Security,Google Form
LD11631,City_41,College_154,1st,Cyber Security,Instagram
LD11632,City_38,College_120,1st,Cyber Security,Instagram
LD11633,City_49,College_143,3rd,AI,Instagram
LD11634,City_87,College_39,4th,Data Science,Instagram
